id,age,income,home_ownership,emplyment_length,loan_intent,loan_amount,loan_interest_rate,loan_income_ratio,payment_default_on_file,credit_history_length,max_allowed_loan
21406,28.0,50000,0,8,0,12000,6.03,0.24,0,6,57969
35606,28.0,50000,3,4,4,12000,13.98,0.24,0,5,57969
36236,28.0,50000,0,2,1,12000,8.59,0.24,0,7,57969
43346,28.0,50000,3,2,0,12000,13.98,0.24,0,8,57969
46344,28.0,50000,3,0,5,12000,13.49,0.24,0,10,57969
49447,28.0,50000,3,0,4,12000,13.48,0.24,0,7,57969
50367,28.0,50000,3,11,5,12000,10.37,0.24,0,5,57969
53054,28.0,50000,0,4,2,12000,13.57,0.24,0,6,57969
53937,28.0,50000,0,12,1,12000,10.99,0.24,0,8,57969
58587,28.0,50000,0,4,2,12000,7.51,0.24,0,7,57969
16341,30.0,45600,3,5,4,10400,10.36,0.23,0,5,57969
8375,24.0,61000,0,8,2,15200,10.25,0.24,0,4,57970
16234,33.0,40000,3,3,0,8000,12.42,0.2,0,10,57970
43953,33.0,40000,3,16,0,8000,9.91,0.2,0,5,57970
1002,24.0,60000,2,0,2,14000,11.26,0.23,0,3,57972
15990,24.0,60000,3,8,3,14000,14.65,0.23,0,4,57972
31254,24.0,60000,0,5,2,14000,13.79,0.23,1,4,57972
41775,24.0,60000,3,1,1,14000,7.88,0.23,0,2,57972
58284,24.0,60000,1,1,3,14000,8.9,0.22,0,4,57972
21918,25.0,56000,3,2,5,12000,13.16,0.21,0,3,57973
22033,25.0,56000,3,2,0,12000,7.88,0.21,0,4,57973
46542,25.0,56000,0,3,0,12000,7.88,0.21,0,2,57973
40511,24.0,54996,3,4,1,8000,5.79,0.15,0,4,57974
39281,27.0,50000,0,8,0,9500,6.62,0.19,0,5,57974
4539,32.0,40000,3,7,4,6000,11.12,0.15,0,8,57975
5561,32.0,40000,3,16,1,6000,12.42,0.15,0,6,57975
6950,32.0,40000,3,3,3,6000,13.49,0.15,0,9,57975
14052,32.0,40000,0,16,5,6000,6.62,0.15,0,6,57975
17822,32.0,40000,3,2,3,6000,9.25,0.15,0,10,57975
24091,32.0,40000,3,16,0,6000,13.49,0.15,1,10,57975
41134,32.0,40000,3,0,3,6000,10.62,0.15,0,9,57975
41983,32.0,40000,0,11,5,6000,7.51,0.15,0,7,57975
46865,32.0,40000,3,6,1,6000,7.88,0.15,0,7,57975
15772,35.0,36000,3,2,3,5000,5.42,0.14,0,7,57975
23851,35.0,36000,3,3,3,5000,9.99,0.14,0,5,57975
49930,35.0,36000,0,7,0,5000,7.88,0.14,0,5,57975
35971,36.0,35000,3,2,4,5000,9.63,0.14,0,14,57975
47396,36.0,35000,3,2,3,5000,6.03,0.14,0,12,57975
54387,36.0,35000,3,0,3,5000,12.98,0.14,0,14,57975
22067,26.0,50000,0,5,2,7000,6.92,0.14,0,3,57978
39410,26.0,50000,3,6,0,7000,12.69,0.14,0,4,57978
44201,26.0,50000,3,2,3,7000,8.94,0.14,0,4,57978
49430,26.0,50000,2,5,2,7000,7.14,0.14,0,2,57978
3113,24.0,55000,0,4,1,8000,13.99,0.15,0,2,57979
3686,24.0,55000,0,8,3,8000,7.49,0.15,0,3,57979
13036,24.0,55000,3,1,4,8000,7.51,0.15,0,3,57979
17292,24.0,55000,3,4,3,8000,9.25,0.15,0,4,57979
20814,24.0,55000,2,8,1,8000,15.28,0.15,0,3,57979
21018,24.0,55000,3,8,1,8000,8.49,0.15,0,2,57979
23794,24.0,55000,3,5,1,8000,10.0,0.15,0,3,57979
24170,24.0,55000,0,5,1,8000,7.49,0.15,0,2,57979
26282,24.0,55000,3,8,5,8000,7.49,0.15,0,3,57979
26901,24.0,55000,3,2,0,8000,7.14,0.15,0,2,57979
31999,24.0,55000,0,8,0,8000,7.66,0.15,0,3,57979
35948,24.0,55000,0,9,4,8000,6.03,0.15,0,2,57979
35983,24.0,55000,0,5,3,8000,5.79,0.15,0,3,57979
37853,24.0,55000,0,5,2,8000,6.17,0.15,0,4,57979
40759,24.0,55000,0,8,0,8000,7.14,0.15,0,3,57979
47939,24.0,55000,3,2,3,8000,7.49,0.15,0,3,57979
51360,24.0,55000,0,7,5,8000,6.99,0.15,0,3,57979
35399,25.0,52000,2,9,5,7000,7.74,0.13,0,3,57979
38952,25.0,52000,3,0,4,7000,10.65,0.13,0,3,57979
48718,25.0,52000,0,1,2,7000,7.66,0.13,0,2,57979
10619,30.0,42000,3,2,1,5000,12.18,0.12,0,7,57979
18376,30.0,42000,3,8,4,5000,14.91,0.12,0,6,57979
32438,30.0,42000,3,1,3,5000,9.63,0.12,0,5,57979
53466,30.0,42000,2,3,4,5000,12.99,0.12,1,10,57979
3844,22.0,60000,3,5,1,8000,10.0,0.13,0,3,57980
3911,22.0,60000,3,3,0,8000,8.49,0.13,0,2,57980
4072,22.0,60000,0,5,5,8000,10.25,0.13,0,2,57980
4810,22.0,60000,0,3,5,8000,8.49,0.13,0,2,57980
5645,22.0,60000,3,6,5,8000,12.21,0.13,0,4,57980
7821,22.0,60000,0,4,0,8000,7.88,0.13,0,2,57980
10701,22.0,60000,0,7,4,8000,5.99,0.13,0,4,57980
11575,22.0,60000,0,1,1,8000,12.53,0.13,0,2,57980
11682,22.0,60000,3,1,4,8000,6.17,0.13,0,2,57980
13306,22.0,60000,0,0,1,8000,7.29,0.13,0,3,57980
13462,22.0,60000,3,0,1,8000,13.98,0.13,0,2,57980
15387,22.0,60000,0,5,3,8000,11.99,0.13,0,2,57980
17877,22.0,60000,0,7,1,8000,10.0,0.13,0,2,57980
18742,22.0,60000,3,7,1,8000,10.99,0.13,0,2,57980
20326,22.0,60000,0,6,4,8000,5.79,0.13,0,4,57980
20911,22.0,60000,0,1,5,8000,6.03,0.13,0,2,57980
22568,22.0,60000,0,5,1,8000,13.49,0.13,1,4,57980
23506,22.0,60000,3,4,5,8000,15.28,0.13,1,2,57980
23867,22.0,60000,3,3,1,8000,13.16,0.13,0,2,57980
24458,22.0,60000,0,3,0,8000,7.29,0.13,0,4,57980
26225,22.0,60000,3,2,1,8000,12.68,0.13,0,2,57980
26407,22.0,60000,3,6,3,8000,11.99,0.13,0,3,57980
29828,22.0,60000,0,1,4,8000,15.31,0.13,0,4,57980
33666,22.0,60000,3,1,3,8000,9.91,0.13,0,4,57980
36065,22.0,60000,0,7,0,8000,13.92,0.13,0,2,57980
36471,22.0,60000,3,4,0,8000,10.0,0.13,0,4,57980
42568,22.0,60000,0,6,5,8000,12.21,0.13,0,3,57980
47429,22.0,60000,0,3,4,8000,11.11,0.13,0,2,57980
48593,22.0,60000,0,6,1,8000,10.25,0.13,0,3,57980
49468,22.0,60000,0,3,5,8000,10.0,0.13,0,2,57980
52315,22.0,60000,3,5,3,8000,6.03,0.13,0,4,57980
54662,22.0,60000,3,3,0,8000,11.12,0.13,0,2,57980
56383,22.0,60000,0,0,4,8000,6.17,0.13,0,3,57980
56662,22.0,60000,3,4,1,8000,12.73,0.13,1,4,57980
7045,28.0,45000,3,6,3,5000,13.92,0.11,1,8,57980
29488,28.0,45000,0,12,0,5000,8.9,0.11,0,9,57980
53295,28.0,45000,0,6,0,5000,6.62,0.11,0,8,57980
55251,28.0,45000,3,11,5,5000,11.49,0.11,0,10,57980
56888,28.0,45000,3,2,4,5000,10.74,0.11,0,5,57980
12014,31.0,40000,3,2,3,4000,12.42,0.1,0,8,57980
29171,31.0,40000,3,15,4,4000,6.03,0.1,0,5,57980
39822,31.0,40000,3,1,4,4000,13.16,0.1,0,8,57980
44599,31.0,40000,3,2,3,4000,10.38,0.1,0,6,57980
31759,36.0,34000,0,3,2,3200,13.48,0.09,1,12,57980
6107,25.0,50000,3,1,0,4500,7.9,0.09,0,4,57983
9815,25.0,50000,0,5,0,4500,13.98,0.09,1,2,57983
15828,21.0,60000,0,4,1,5000,13.98,0.08,1,4,57985
18397,21.0,60000,0,5,1,5000,9.63,0.08,0,4,57985
29411,21.0,60000,0,5,1,5000,10.25,0.08,0,2,57985
29882,21.0,60000,0,5,1,5000,7.4,0.08,0,2,57985
44672,21.0,60000,3,4,5,5000,7.88,0.08,0,4,57985
551,22.0,54996,3,2,0,2500,11.12,0.05,0,3,57985
17940,30.0,40000,3,9,0,2000,7.4,0.05,0,10,57987
28831,30.0,40000,2,11,5,2000,7.37,0.05,0,9,57987
35248,30.0,40000,3,1,5,2000,10.74,0.05,0,6,57987
37981,30.0,40000,0,4,5,2000,7.51,0.05,0,6,57987
50953,30.0,40000,3,3,0,2000,14.27,0.05,1,8,57987
28558,22.0,55000,0,6,0,2500,10.37,0.05,0,4,57989
2960,24.0,50000,3,3,2,2000,10.99,0.04,0,2,57989
17100,24.0,50000,3,4,1,2000,13.92,0.04,0,3,57989
43293,24.0,50000,3,8,2,2000,19.29,0.04,1,2,57989
46676,25.0,48000,0,5,5,2000,10.99,0.04,0,4,57989
47193,25.0,48000,3,9,0,2000,7.12,0.04,0,3,57989
48654,45.0,35004,3,3,4,5000,10.59,0.14,0,12,58000
37023,70.0,45000,3,0,3,5000,14.27,0.11,0,24,58000
18559,31.0,38400,3,1,4,1500,7.29,0.04,0,10,58008
17383,22.0,54566,0,6,3,2000,13.16,0.04,0,4,58013
33570,46.0,36156,0,18,4,8500,5.79,0.24,0,13,58018
1094,29.0,45000,0,11,0,7200,12.42,0.16,0,9,58025
54411,29.0,45000,0,2,4,7200,6.62,0.16,0,9,58025
23972,22.0,56400,3,2,1,4000,8.49,0.07,0,4,58026
24225,22.0,56400,2,6,4,4000,16.29,0.07,1,2,58026
56758,22.0,56400,3,6,1,4000,8.9,0.07,0,2,58026
20194,26.0,46800,0,10,2,2800,7.51,0.06,0,3,58026
6056,23.0,54996,3,3,3,5200,9.62,0.1,0,2,58029
57457,23.0,57000,3,7,4,7500,7.14,0.13,0,3,58030
32298,23.0,55000,0,7,1,5200,9.91,0.1,0,2,58033
7249,22.0,66420,0,6,1,15000,14.26,0.21,1,2,58035
7657,27.0,45000,3,6,4,2700,13.49,0.06,0,10,58036
43482,28.0,52200,0,13,0,15000,10.59,0.29,0,9,58046
27459,38.0,39000,0,3,4,16000,11.83,0.41,0,17,58052
11961,23.0,59200,3,3,3,10000,14.22,0.17,0,3,58057
51778,26.0,51150,3,6,3,8400,11.99,0.17,0,4,58071
49680,43.0,39000,0,4,2,9000,7.49,0.23,0,13,58071
39441,26.0,53000,0,1,2,10800,12.84,0.2,1,3,58073
27714,26.0,63360,2,5,2,24250,15.65,0.39,1,3,58078
28642,21.0,62000,0,5,1,7000,7.88,0.11,0,4,58082
45908,27.0,46000,3,8,4,4000,11.71,0.09,0,6,58083
1175,23.0,54000,0,7,1,4000,9.99,0.07,0,3,58085
4931,23.0,54000,3,3,0,4000,5.42,0.07,0,2,58085
15358,23.0,54000,3,7,4,4000,11.71,0.07,0,4,58085
26917,23.0,54000,3,3,3,4000,9.63,0.07,0,4,58085
48124,23.0,56004,0,8,1,6300,9.32,0.11,0,2,58086
41975,26.0,47000,3,5,3,3000,14.35,0.06,0,4,58086
36906,22.0,56000,3,6,5,3500,13.49,0.06,1,3,58087
53914,41.0,40000,0,5,1,7500,7.51,0.19,0,14,58092
29031,44.0,35000,0,3,2,3500,8.9,0.1,0,13,58093
51164,43.0,35000,3,0,3,2100,5.42,0.06,0,17,58095
6108,25.0,48732,3,5,3,2800,11.86,0.06,0,2,58102
29284,28.0,43949,0,1,2,3400,7.9,0.08,0,7,58112
9827,28.0,44094,3,1,5,3600,7.37,0.08,0,9,58115
2351,23.0,61000,3,2,1,12000,16.82,0.2,1,4,58125
12891,22.0,60000,3,6,4,7850,12.98,0.13,1,4,58131
908,44.0,33600,3,0,5,1000,10.99,0.03,0,11,58132
20048,36.0,33195,3,0,0,1600,12.23,0.05,0,14,58137
7099,23.0,68000,3,2,3,20000,7.29,0.29,0,2,58167
53614,26.0,55152,0,10,5,13500,11.99,0.25,0,3,58167
13653,31.0,44000,3,2,3,10000,10.65,0.23,0,9,58169
48044,31.0,44000,0,5,3,10000,13.48,0.23,1,7,58169
7578,28.0,53004,0,6,1,16000,10.0,0.3,0,7,58170
12611,26.0,54000,0,10,3,12000,12.61,0.22,1,4,58172
29961,26.0,54000,0,10,5,12000,10.95,0.22,0,3,58172
35379,26.0,54000,0,2,5,12000,13.22,0.22,0,4,58172
6444,28.0,48000,3,1,3,9000,10.65,0.18,0,7,58173
28332,28.0,48000,3,2,4,9000,8.9,0.19,0,8,58173
35752,28.0,48000,3,7,4,9000,13.23,0.19,0,5,58173
636,24.0,56000,3,2,3,9000,12.87,0.16,0,2,58177
718,22.0,62000,0,6,4,10000,6.99,0.16,0,3,58178
1627,22.0,62000,0,1,0,10000,14.65,0.16,0,2,58178
4645,22.0,62000,3,0,1,10000,15.96,0.16,0,3,58178
8034,22.0,62000,3,2,3,10000,6.03,0.16,0,4,58178
8347,22.0,62000,0,6,4,10000,9.91,0.16,0,2,58178
13007,22.0,62000,3,6,3,10000,6.03,0.16,0,4,58178
15751,22.0,62000,2,2,1,10000,11.14,0.16,0,2,58178
20883,22.0,62000,3,2,4,10000,11.71,0.16,0,2,58178
47303,22.0,62000,0,7,1,10000,11.26,0.16,0,4,58178
42826,24.0,55000,0,8,1,7800,10.99,0.14,0,3,58179
5497,30.0,42000,0,3,2,4800,15.23,0.11,0,6,58179
50201,30.0,42000,3,0,5,4800,10.99,0.11,0,5,58179
32171,22.0,60000,0,6,0,7800,9.99,0.13,0,2,58181
32839,22.0,60000,3,6,4,7800,7.29,0.13,0,3,58181
8107,34.0,36000,2,2,3,3000,12.84,0.08,0,5,58181
38031,34.0,36000,3,0,3,3000,7.49,0.08,0,6,58181
54500,25.0,48000,3,9,4,1800,7.29,0.04,0,3,58189
32544,22.0,54000,3,6,4,1200,15.23,0.02,1,4,58192
47575,42.0,40000,0,5,5,9000,8.49,0.23,0,16,58192
31425,29.0,49812,3,4,0,14000,6.17,0.3,0,10,58193
51767,45.0,34000,3,14,0,3000,6.76,0.09,0,12,58194
18837,43.0,35000,0,18,4,2000,10.38,0.06,0,11,58195
8152,22.0,60200,0,4,1,8000,7.49,0.13,0,2,58200
46460,33.0,41600,2,2,2,10400,11.11,0.23,0,8,58206
6431,35.0,39000,3,8,3,10000,5.42,0.26,0,5,58215
12921,27.0,55000,0,2,2,16000,9.76,0.29,0,6,58216
37544,23.0,57600,0,7,0,8000,6.03,0.14,0,3,58219
52210,23.0,57600,3,0,3,8000,14.65,0.14,0,2,58219
54057,23.0,57600,3,7,1,8000,10.0,0.14,0,3,58219
34915,23.0,65000,0,7,5,16500,9.32,0.25,0,4,58220
12559,25.0,57000,0,5,2,13000,7.51,0.23,0,3,58221
28406,24.0,60000,0,4,2,13750,14.59,0.23,0,3,58222
46358,24.0,54996,0,1,5,7750,12.53,0.14,0,3,58224
54218,26.0,52500,3,2,5,10000,11.48,0.18,0,2,58224
4054,29.0,45000,2,2,5,7000,12.98,0.16,0,8,58226
14095,29.0,45000,0,2,1,7000,7.88,0.16,0,8,58226
35069,29.0,45000,2,4,3,7000,10.62,0.16,0,10,58226
38859,25.0,53000,0,6,3,8000,8.49,0.15,0,3,58228
15823,21.0,65000,0,2,1,10000,6.62,0.15,0,2,58229
22157,21.0,65000,3,2,1,10000,11.71,0.15,0,4,58229
31189,21.0,65000,0,5,1,10000,7.88,0.15,0,3,58229
40452,21.0,65000,3,1,1,10000,10.99,0.15,0,2,58229
41448,21.0,65000,3,6,5,10000,15.7,0.15,1,4,58229
43014,21.0,65000,3,5,1,10000,11.83,0.15,0,2,58229
58275,21.0,65000,0,2,1,10000,10.99,0.15,0,2,58229
50195,23.0,54996,3,0,1,5000,13.47,0.09,0,3,58229
55640,23.0,54996,3,0,4,5000,9.45,0.09,0,3,58229
3749,35.0,35000,3,8,4,3000,9.99,0.09,0,10,58231
41679,26.0,48500,3,1,1,4800,10.28,0.1,0,3,58232
4602,21.0,65004,0,5,1,10000,6.03,0.15,0,2,58233
1362,23.0,55000,3,4,4,5000,8.9,0.09,0,2,58234
1573,23.0,55000,0,7,4,5000,9.32,0.09,0,4,58234
7797,23.0,55000,3,7,4,5000,10.65,0.09,0,3,58234
12390,23.0,55000,0,7,4,5000,5.42,0.09,0,2,58234
15287,23.0,55000,3,7,5,5000,10.62,0.09,0,2,58234
28110,23.0,55000,3,7,4,5000,7.14,0.09,0,4,58234
31025,23.0,55000,3,7,4,5000,11.71,0.09,0,2,58234
38919,23.0,55000,3,2,0,5000,7.29,0.09,0,4,58234
41140,23.0,55000,3,4,5,5000,9.25,0.09,0,3,58234
43499,23.0,55000,0,4,1,5000,7.51,0.09,0,4,58234
48853,23.0,55000,3,7,1,5000,7.4,0.09,0,2,58234
54310,23.0,55000,0,7,4,5000,12.42,0.09,0,3,58234
56347,23.0,55000,3,3,5,5000,5.79,0.09,0,4,58234
56832,23.0,55000,3,3,1,5000,10.99,0.09,0,2,58234
26671,25.0,49000,3,3,1,3000,7.66,0.06,0,4,58236
51553,22.0,65000,3,6,5,13225,12.42,0.2,0,4,58250
22310,27.0,57996,0,9,5,20000,6.91,0.35,0,5,58256
21265,24.0,52728,3,8,5,5000,9.99,0.09,0,2,58257
42373,24.0,52728,3,4,4,5000,7.74,0.09,0,3,58257
6152,28.0,45200,0,2,3,5000,11.36,0.11,0,5,58260
4975,27.0,58000,0,1,0,20000,6.54,0.34,0,6,58262
46670,26.0,51300,2,4,1,8400,8.9,0.16,0,2,58266
18652,30.0,45000,0,3,1,9200,6.03,0.2,0,10,58271
22176,23.0,62000,0,7,5,13000,13.98,0.21,0,2,58274
49162,28.0,47000,3,0,1,7500,11.34,0.16,1,9,58276
12903,24.0,54000,3,8,0,6500,13.22,0.13,0,3,58281
25982,23.0,51996,3,7,3,1500,7.51,0.03,0,2,58286
54314,23.0,54000,0,7,3,3800,12.87,0.07,1,2,58286
32917,23.0,52000,3,1,3,1500,14.72,0.03,1,3,58291
57680,23.0,52000,0,7,3,1500,15.23,0.03,1,2,58291
30871,23.0,52800,0,1,1,2400,8.49,0.05,0,2,58309
31562,27.0,53000,3,2,3,13200,9.88,0.25,0,6,58319
5505,39.0,33000,3,2,5,6000,7.88,0.18,0,14,58320
49352,29.0,43000,3,2,5,4000,7.14,0.09,0,7,58332
52157,29.0,43000,3,0,4,4000,9.91,0.09,0,8,58332
9193,27.0,45000,3,5,3,2400,10.36,0.06,0,8,58337
20493,27.0,45000,3,0,3,2400,6.76,0.05,0,6,58337
12833,24.0,52800,3,3,4,5000,6.76,0.09,0,3,58343
53086,24.0,52800,2,8,3,5000,10.62,0.09,0,4,58343
56286,28.0,48000,0,1,4,8825,5.79,0.19,0,6,58349
56251,25.0,51500,3,6,3,6000,10.37,0.12,0,3,58356
6183,38.0,36000,0,3,3,10000,14.79,0.28,0,17,58362
20176,38.0,36000,3,3,4,10000,8.9,0.28,0,12,58362
30594,38.0,36000,3,6,3,10000,7.29,0.28,0,17,58362
48167,38.0,36000,2,5,2,10000,12.42,0.28,0,16,58362
14462,36.0,38000,3,0,4,10000,13.48,0.26,0,12,58364
15918,36.0,38000,3,18,4,10000,13.48,0.26,1,12,58364
27747,27.0,54000,0,11,5,14500,7.66,0.26,0,5,58367
7826,29.0,48000,0,1,3,11200,10.99,0.24,0,5,58369
18868,22.0,64000,3,2,4,12000,15.96,0.19,1,3,58376
27311,24.0,57000,3,3,4,10000,14.11,0.18,0,2,58376
33109,28.0,46000,3,4,4,6000,14.96,0.13,1,5,58378
19689,24.0,51996,3,7,0,4000,7.68,0.08,0,3,58380
45893,24.0,51996,0,6,0,4000,5.79,0.08,0,4,58380
2477,30.0,42000,3,2,3,4600,6.03,0.11,0,8,58380
2579,31.0,40000,3,7,0,3600,11.71,0.09,0,10,58381
226,23.0,56000,0,7,3,6000,14.27,0.11,0,4,58382
10241,23.0,56000,0,7,5,6000,7.51,0.11,0,3,58382
31731,23.0,56000,0,7,5,6000,11.11,0.11,0,2,58382
35716,23.0,56000,3,4,3,6000,10.74,0.11,0,2,58382
37872,23.0,56000,2,7,5,6000,6.17,0.11,0,2,58382
54658,23.0,56000,0,5,0,6000,5.99,0.11,0,2,58382
57456,23.0,56000,3,0,0,6000,13.49,0.11,1,3,58382
52944,24.0,53000,3,2,3,5200,8.9,0.1,0,3,58383
4562,26.0,48000,0,2,4,4000,9.91,0.08,0,3,58384
38037,26.0,48000,3,2,1,4000,14.35,0.08,0,4,58384
39669,26.0,48000,0,0,1,4000,10.74,0.08,0,4,58384
5133,24.0,52000,3,3,3,4000,10.75,0.08,0,4,58385
8505,24.0,52000,3,1,3,4000,12.42,0.08,0,2,58385
22472,29.0,42000,3,2,3,2500,6.76,0.06,0,6,58386
25955,29.0,42000,0,5,1,2500,7.88,0.06,0,7,58386
49975,29.0,42000,3,6,3,2500,13.61,0.06,0,6,58386
25924,44.0,40000,3,6,2,12000,10.65,0.3,0,11,58390
21467,27.0,44000,3,2,3,1000,14.35,0.02,0,6,58391
35551,24.0,61193,0,5,1,15000,8.59,0.25,0,7,58402
9887,37.0,34560,3,6,5,5500,10.99,0.16,0,11,58409
54925,32.0,38400,3,0,0,3000,13.99,0.08,1,7,58422
7471,27.0,47000,3,0,3,5000,10.99,0.11,0,5,58431
9011,27.0,47000,3,2,3,5000,10.62,0.11,0,5,58431
15501,23.0,55000,0,0,1,4800,9.99,0.09,0,4,58434
17507,23.0,55000,3,3,5,4800,6.91,0.09,0,4,58434
32232,23.0,55000,3,0,5,4800,10.59,0.09,0,2,58434
42563,23.0,55000,0,6,1,4800,7.51,0.09,0,3,58434
28024,30.0,53004,0,3,2,21000,13.04,0.4,0,5,58463
4726,23.0,70000,2,1,1,22000,6.99,0.31,0,3,58466
6278,23.0,70000,0,2,3,22000,7.88,0.31,0,3,58466
13771,29.0,50000,3,13,2,14000,7.51,0.28,0,7,58466
55109,29.0,50000,0,3,0,14000,7.88,0.28,0,6,58466
16297,38.0,35000,3,2,0,8000,12.99,0.23,1,16,58466
40112,38.0,35000,0,3,3,8000,10.65,0.23,0,11,58466
49640,38.0,35000,0,5,4,8000,7.66,0.23,0,12,58466
51812,38.0,35000,3,6,3,8000,13.49,0.23,0,17,58466
51409,35.0,38000,3,11,5,8000,7.29,0.21,0,8,58469
52000,35.0,38000,2,4,2,8000,14.79,0.21,1,10,58469
23598,25.0,58000,0,9,2,14000,14.96,0.25,0,3,58470
28249,28.0,50000,3,12,1,11500,12.42,0.23,0,7,58470
3058,33.0,40000,3,2,4,7500,11.34,0.19,0,10,58471
31303,24.0,60000,0,8,1,13500,9.99,0.23,0,4,58472
11636,21.0,70000,0,5,1,15000,13.49,0.21,0,4,58474
13904,21.0,70000,3,3,5,15000,6.99,0.21,0,2,58474
19070,21.0,70000,0,5,1,15000,15.99,0.21,1,2,58474
56139,21.0,70000,0,5,3,15000,7.49,0.21,0,3,58474
7556,27.0,50000,3,0,2,9000,12.09,0.18,1,6,58474
30957,27.0,50000,0,4,1,9000,10.99,0.18,0,6,58474
40428,27.0,50000,3,4,3,9000,13.79,0.18,1,7,58474
53240,27.0,50000,3,6,0,9000,14.27,0.18,1,5,58474
56480,27.0,50000,3,3,5,9000,11.36,0.18,0,9,58474
37277,30.0,44000,3,7,3,7500,12.61,0.18,1,7,58474
22056,22.0,65000,0,6,1,13000,8.94,0.2,0,2,58475
7354,42.0,36000,3,2,0,2000,9.99,0.06,0,13,58475
26063,23.0,60000,3,5,1,10500,7.29,0.17,0,3,58476
34692,22.0,65004,2,6,1,13000,15.99,0.2,0,4,58479
10918,24.0,55000,3,6,5,7500,7.49,0.14,0,4,58479
12574,24.0,55000,0,8,4,7500,12.53,0.14,0,4,58479
34298,24.0,55000,3,0,1,7500,8.0,0.14,0,2,58479
10164,26.0,50000,3,3,2,6500,13.49,0.13,0,4,58479
29666,26.0,50000,3,1,3,6500,9.76,0.13,0,4,58479
57964,30.0,42000,3,2,5,4500,7.88,0.11,0,8,58480
2551,22.0,60000,3,2,1,7500,10.99,0.13,0,2,58481
5638,22.0,60000,0,6,0,7500,8.0,0.13,0,4,58481
14214,22.0,60000,3,0,1,7500,11.34,0.13,0,4,58481
19195,22.0,60000,0,0,1,7500,6.54,0.13,0,2,58481
22118,22.0,60000,0,2,3,7500,7.88,0.13,0,2,58481
32868,22.0,60000,3,6,3,7500,11.14,0.13,0,2,58481
33879,22.0,60000,0,1,4,7500,16.35,0.13,0,4,58481
34532,22.0,60000,2,6,4,7500,11.34,0.13,1,3,58481
39115,22.0,60000,0,6,3,7500,8.0,0.13,0,4,58481
40379,22.0,60000,0,6,1,7500,13.61,0.13,0,2,58481
49908,22.0,60000,3,1,2,7500,9.76,0.13,0,2,58481
50692,22.0,60000,0,2,1,7500,10.59,0.13,0,2,58481
34911,25.0,51600,0,1,2,6000,10.99,0.12,0,3,58481
1696,25.0,50000,0,3,2,4000,8.59,0.08,0,4,58484
4102,25.0,50000,3,8,0,4000,13.47,0.08,0,3,58484
11818,25.0,50000,3,5,4,4000,14.26,0.08,1,4,58484
13658,25.0,50000,0,0,1,4000,12.61,0.08,1,4,58484
15069,25.0,50000,3,9,4,4000,7.49,0.08,0,3,58484
16771,25.0,50000,0,5,1,4000,14.27,0.08,1,2,58484
18653,25.0,50000,2,6,5,4000,7.49,0.08,0,2,58484
18847,25.0,50000,0,9,3,4000,7.9,0.08,0,3,58484
24038,25.0,50000,3,1,1,4000,14.26,0.08,1,3,58484
24964,25.0,50000,2,0,5,4000,14.61,0.08,0,4,58484
30267,25.0,50000,3,2,5,4000,10.37,0.08,0,2,58484
33518,25.0,50000,0,9,0,4000,6.62,0.08,0,4,58484
37775,25.0,50000,3,2,2,4000,9.63,0.08,0,4,58484
50913,25.0,50000,2,5,5,4000,10.0,0.08,0,4,58484
53834,25.0,50000,3,9,3,4000,7.88,0.08,0,4,58484
57847,25.0,50000,3,3,4,4000,14.61,0.08,0,2,58484
58535,25.0,50000,3,3,1,4000,12.53,0.08,0,2,58484
42301,21.0,60000,0,5,3,4500,6.54,0.07,0,3,58486
4345,23.0,54000,3,7,3,3600,10.37,0.07,0,2,58486
47100,23.0,54000,3,7,3,3600,7.9,0.07,0,3,58486
23852,22.0,55000,0,6,1,2000,11.36,0.04,0,3,58490
37360,22.0,55000,3,5,5,2000,10.74,0.04,0,2,58490
46690,22.0,55000,0,6,3,2000,7.68,0.04,0,2,58490
54247,22.0,55000,0,6,3,2000,11.49,0.04,0,4,58490
18566,25.0,48000,3,2,0,1500,9.63,0.03,0,3,58490
45012,26.0,50400,3,9,0,7000,9.91,0.14,0,2,58498
39999,25.0,50496,3,6,0,4600,10.37,0.09,0,4,58503
6379,22.0,62300,3,6,0,10000,6.62,0.16,0,4,58508
36055,21.0,60500,3,5,1,5000,10.75,0.08,0,3,58510
37795,24.0,61284,0,3,5,15000,18.25,0.24,1,2,58511
7410,25.0,55000,0,5,1,10200,7.49,0.19,0,4,58525
39215,25.0,55000,0,9,5,10200,12.84,0.19,1,3,58525
49838,25.0,55000,0,9,2,10200,7.9,0.19,0,2,58525
55436,28.0,50400,2,4,5,12000,7.51,0.24,0,9,58529
16586,22.0,60500,3,3,1,8000,12.84,0.13,1,2,58530
35315,23.0,57000,0,0,5,7000,14.26,0.13,1,4,58531
44195,22.0,62322,3,0,2,10000,9.63,0.16,0,2,58532
43622,24.0,58800,3,1,4,12000,11.14,0.2,0,3,58534
20704,31.0,41004,3,2,3,5000,8.0,0.12,0,5,58534
38700,27.0,45000,3,2,2,2200,5.42,0.05,0,8,58537
47378,22.0,55500,0,6,1,2500,7.37,0.04,0,4,58539
10169,24.0,50000,3,3,0,1450,10.37,0.03,0,4,58541
11683,24.0,52800,3,3,3,4800,10.75,0.09,0,4,58543
50348,28.0,50000,3,4,3,11425,13.49,0.23,1,6,58545
