id,age,income,home_ownership,emplyment_length,loan_intent,loan_amount,loan_interest_rate,loan_income_ratio,payment_default_on_file,credit_history_length,loan_approval_status
57429,23.0,60000,3,7,1,10000,13.22,0.17,0,3,0
57805,23.0,60000,0,2,3,10000,10.95,0.17,0,4,0
58236,23.0,60000,3,2,4,10000,10.25,0.17,0,2,0
16995,32.0,40000,0,2,3,5000,6.17,0.13,0,5,0
18206,32.0,40000,0,5,3,5000,6.62,0.13,0,10,0
19264,32.0,40000,3,1,3,5000,12.68,0.13,1,7,0
47576,32.0,40000,3,5,1,5000,14.27,0.13,1,7,0
4872,36.0,35000,0,15,5,4000,11.14,0.11,0,15,0
38719,36.0,35000,3,3,0,4000,8.9,0.11,0,13,0
53097,22.0,57996,0,2,1,4800,11.89,0.08,0,2,0
19890,24.0,55000,3,5,2,7000,10.65,0.13,0,4,0
43571,24.0,55000,3,5,1,7000,10.75,0.13,0,2,0
48948,24.0,55000,3,8,5,7000,11.71,0.13,0,4,0
58197,24.0,55000,3,8,0,7000,9.32,0.13,0,4,0
1546,26.0,50000,0,6,1,6000,11.99,0.12,0,3,0
6328,26.0,50000,3,3,1,6000,10.37,0.12,0,4,0
10153,26.0,50000,0,3,5,6000,10.99,0.12,0,3,0
24722,26.0,50000,0,4,0,6000,11.99,0.12,0,4,0
25036,26.0,50000,3,10,0,6000,11.99,0.12,0,4,0
40351,26.0,50000,3,10,4,6000,9.99,0.12,0,2,0
40591,26.0,50000,3,2,2,6000,14.79,0.12,0,2,0
40671,26.0,50000,3,8,2,6000,8.63,0.12,0,2,0
41076,26.0,50000,0,10,5,6000,7.14,0.12,0,3,0
41172,26.0,50000,3,5,5,6000,10.74,0.12,0,2,0
55285,26.0,50000,3,3,3,6000,12.73,0.12,1,3,0
341,25.0,52000,3,2,1,6000,12.87,0.12,1,2,0
22865,25.0,52000,0,2,5,6000,14.79,0.12,1,2,0
25428,25.0,52000,3,5,3,6000,9.62,0.12,0,2,0
56552,25.0,52000,3,9,2,6000,8.0,0.12,0,4,0
904,22.0,60000,3,2,0,7000,9.99,0.12,0,3,0
7432,22.0,60000,3,4,1,7000,5.79,0.12,0,2,0
8567,22.0,60000,3,6,1,7000,6.92,0.12,0,4,0
9595,22.0,60000,0,5,3,7000,10.99,0.12,0,4,0
12181,22.0,60000,3,2,5,7000,8.49,0.12,0,3,0
15029,22.0,60000,3,3,1,7000,13.98,0.12,0,4,0
18340,22.0,60000,3,3,1,7000,13.48,0.12,0,3,0
21462,22.0,60000,3,3,0,7000,7.51,0.12,0,4,0
22720,22.0,60000,0,4,1,7000,7.51,0.12,0,4,0
23919,22.0,60000,3,3,0,7000,12.53,0.12,1,4,0
25042,22.0,60000,0,3,0,7000,6.91,0.12,0,2,0
26331,22.0,60000,3,3,1,7000,7.14,0.12,0,3,0
27200,22.0,60000,0,4,1,7000,6.92,0.12,0,2,0
28404,22.0,60000,3,6,4,7000,13.49,0.12,0,3,0
28755,22.0,60000,3,1,1,7000,9.63,0.12,0,3,0
32062,22.0,60000,3,3,0,7000,7.66,0.12,0,3,0
33547,22.0,60000,0,7,1,7000,6.54,0.12,0,3,0
34955,22.0,60000,3,2,4,7000,12.84,0.12,1,2,0
35907,22.0,60000,3,6,1,7000,11.71,0.12,0,3,0
35991,22.0,60000,3,2,5,7000,13.49,0.12,0,4,0
39338,22.0,60000,3,4,3,7000,6.99,0.12,0,4,0
43517,22.0,60000,3,4,0,7000,6.99,0.12,0,3,0
45830,22.0,60000,0,5,1,7000,7.9,0.12,0,4,0
45856,22.0,60000,3,6,4,7000,12.21,0.12,0,2,0
45869,22.0,60000,3,2,0,7000,6.39,0.12,0,2,0
46020,22.0,60000,3,3,0,7000,10.59,0.12,0,2,0
48348,22.0,60000,3,6,5,7000,6.92,0.12,0,2,0
51166,22.0,60000,3,6,1,7000,13.99,0.12,0,2,0
51902,22.0,60000,3,4,1,7000,7.14,0.12,0,3,0
52310,22.0,60000,3,3,1,7000,6.92,0.12,0,2,0
53857,22.0,60000,3,1,1,7000,12.53,0.12,1,3,0
54375,22.0,60000,3,0,1,7000,8.0,0.12,0,3,0
54822,22.0,60000,0,3,4,7000,7.51,0.12,0,3,0
58059,22.0,60000,0,6,0,7000,7.29,0.12,0,4,0
58176,22.0,60000,3,2,5,7000,9.91,0.12,0,3,0
6715,28.0,45000,0,2,0,4000,7.9,0.09,0,5,0
7921,28.0,45000,0,12,2,4000,9.63,0.09,0,5,0
11483,28.0,45000,0,12,0,4000,5.42,0.09,0,8,0
17301,28.0,45000,3,0,0,4000,9.91,0.09,0,10,0
33537,28.0,45000,3,8,4,4000,7.9,0.09,0,5,0
4299,21.0,60000,0,5,1,4000,7.49,0.07,0,4,0
7975,21.0,60000,3,5,4,4000,7.49,0.07,0,4,0
46689,21.0,60000,3,2,5,4000,8.49,0.07,0,3,0
14334,22.0,55000,3,3,1,1500,13.49,0.03,1,2,0
16256,22.0,55000,0,5,0,1500,13.49,0.03,0,2,0
10173,30.0,40000,3,5,3,1000,10.99,0.03,0,10,0
12796,24.0,50000,3,1,4,1000,10.74,0.02,0,2,0
38186,24.0,50000,2,2,4,1000,5.99,0.02,0,3,0
50624,24.0,50000,2,9,4,1000,11.71,0.02,0,3,0
40341,25.0,48000,3,0,1,1000,5.99,0.02,0,4,0
48420,25.0,48000,3,0,1,1000,7.29,0.02,0,2,0
45612,45.0,35000,3,3,4,4000,10.37,0.11,0,12,0
49852,65.0,50000,2,0,4,6000,9.99,0.12,0,27,0
17063,29.0,48996,3,2,0,12000,10.37,0.24,0,9,0
34060,31.0,44000,3,3,3,9150,10.65,0.22,0,5,0
45532,32.0,38400,0,5,1,2400,16.29,0.06,0,10,0
20177,21.0,61000,3,4,1,5000,10.39,0.08,0,3,0
26577,23.0,55000,3,7,1,4200,14.27,0.08,1,3,0
44386,33.0,37000,0,2,1,2000,14.96,0.05,0,5,0
49236,27.0,46344,3,9,5,3500,11.36,0.08,0,9,0
50151,42.0,42000,0,20,5,11500,18.79,0.26,0,11,0
27638,25.0,49920,0,2,0,3325,10.99,0.07,0,4,0
42955,26.0,57000,0,6,1,15000,11.89,0.26,0,4,0
4024,27.0,50000,3,0,5,8400,13.49,0.17,0,5,0
46054,22.0,61000,3,4,5,8000,11.49,0.13,0,2,0
15863,21.0,62000,0,2,4,6000,7.51,0.1,0,3,0
47068,21.0,62000,3,2,1,6000,10.59,0.1,0,4,0
38635,36.0,38400,3,6,5,10000,13.85,0.26,1,11,0
46255,36.0,38400,3,5,4,10000,11.71,0.26,0,11,0
57154,27.0,46000,2,3,4,3000,10.99,0.07,0,5,0
48650,23.0,54000,3,7,1,3000,7.88,0.06,0,3,0
50091,24.0,57000,0,6,0,9275,6.54,0.17,0,3,0
29132,25.0,51300,3,9,0,5000,7.49,0.1,0,4,0
49431,45.0,38400,2,2,5,10000,10.99,0.26,0,12,0
45006,22.0,76500,0,6,1,25000,14.35,0.33,0,2,0
23246,31.0,43000,0,15,1,7500,7.49,0.17,0,8,0
2733,25.0,55000,3,1,0,9600,12.17,0.17,0,4,0
47568,27.0,49000,0,11,3,7000,5.42,0.14,0,6,0
20551,23.0,57000,0,5,3,6400,6.03,0.11,0,3,0
37162,27.0,51600,0,0,0,10500,6.54,0.2,0,9,0
53870,31.0,43200,3,5,5,7800,10.96,0.19,0,9,0
55865,33.0,38400,0,4,5,4200,7.14,0.1,0,10,0
21922,22.0,64700,0,6,0,12000,13.11,0.19,0,3,0
35738,23.0,64500,0,3,1,15000,11.78,0.23,0,4,0
50637,35.0,40000,3,0,1,10800,9.76,0.27,0,7,0
21932,24.0,66000,3,8,2,20000,6.91,0.3,0,3,0
31216,24.0,66000,0,8,3,20000,11.48,0.3,0,3,0
42241,24.0,66000,3,8,0,20000,5.79,0.3,0,3,0
8500,28.0,53000,2,11,3,15000,7.9,0.28,0,5,0
12198,28.0,53000,3,9,4,15000,16.45,0.28,1,6,0
24731,28.0,53000,3,13,4,15000,14.26,0.28,0,10,0
32024,28.0,53000,0,0,1,15000,11.26,0.28,0,9,0
3660,22.0,72000,3,3,3,20000,13.85,0.28,0,3,0
34226,22.0,72000,0,6,5,20000,10.08,0.28,0,4,0
49762,22.0,72000,0,6,1,20000,12.42,0.28,0,4,0
11336,24.0,63000,3,3,0,16400,10.99,0.26,0,3,0
18026,28.0,50000,3,0,4,10800,10.74,0.21,0,8,0
43382,32.0,42000,0,6,1,8000,11.89,0.19,0,7,0
45256,32.0,42000,0,6,4,8000,12.73,0.19,1,9,0
8768,24.0,60000,3,3,1,12800,15.2,0.21,1,3,0
7955,23.0,57996,0,5,3,7500,8.88,0.13,0,4,0
1352,28.0,48000,3,3,4,8000,13.48,0.17,1,9,0
2737,28.0,48000,0,1,4,8000,10.25,0.17,0,7,0
19110,28.0,48000,3,2,2,8000,13.16,0.17,1,5,0
22423,28.0,48000,3,3,5,8000,14.27,0.17,1,8,0
37017,28.0,48000,3,0,5,8000,13.49,0.17,1,8,0
37862,28.0,48000,3,1,3,8000,8.49,0.17,0,8,0
40778,34.0,38000,3,3,3,5400,9.91,0.14,0,10,0
15031,23.0,60000,3,7,4,9800,15.21,0.16,1,4,0
31020,23.0,60000,3,3,0,9800,7.9,0.16,0,2,0
38272,22.0,62000,0,6,1,9000,7.9,0.15,0,2,0
44845,22.0,62000,0,6,1,9000,7.14,0.15,0,4,0
15242,24.0,56000,0,2,3,8000,7.88,0.14,0,4,0
4003,23.0,58000,0,7,4,7500,7.51,0.13,0,2,0
53835,22.0,60000,0,6,1,6800,10.99,0.11,0,4,0
19152,24.0,51000,0,3,2,2000,13.49,0.04,1,4,0
45668,51.0,40000,0,1,4,2000,9.63,0.05,0,20,0
8080,23.0,64548,0,1,3,15000,13.85,0.23,1,3,0
53180,34.0,39552,0,19,0,8000,5.79,0.21,0,5,0
6537,22.0,63400,0,3,4,10500,9.99,0.17,0,2,0
12462,22.0,55000,2,0,4,1275,6.91,0.02,0,3,0
13116,22.0,63400,0,6,1,10500,9.63,0.17,0,4,0
3365,27.0,55000,3,2,5,15000,13.48,0.27,0,5,0
18486,27.0,55000,0,9,4,15000,8.49,0.27,0,7,0
28902,27.0,55000,0,4,5,15000,16.0,0.27,0,7,0
33222,27.0,55000,2,3,3,15000,6.54,0.27,0,6,0
49783,27.0,55000,3,3,1,15000,10.62,0.27,0,9,0
53274,27.0,55000,3,2,2,15000,10.99,0.27,0,5,0
11027,27.0,50663,3,5,5,9150,12.73,0.18,0,9,0
2792,24.0,62000,0,9,5,15150,6.99,0.24,0,2,0
7751,25.0,57000,3,4,4,12000,13.48,0.21,0,2,0
13633,24.0,52703,3,8,1,4000,6.76,0.07,0,3,0
1144,29.0,45000,0,3,4,6000,5.42,0.13,0,9,0
2961,29.0,45000,3,4,0,6000,6.17,0.13,0,5,0
3518,29.0,45000,3,1,0,6000,12.73,0.13,0,10,0
16935,29.0,45000,2,8,4,6000,5.42,0.13,0,10,0
29042,29.0,45000,0,3,3,6000,12.53,0.13,0,5,0
40375,29.0,45000,0,7,5,6000,7.88,0.13,0,9,0
41636,29.0,45000,3,2,5,6000,13.23,0.13,0,5,0
41735,29.0,45000,0,8,1,6000,13.49,0.13,1,9,0
46908,29.0,45000,3,0,3,6000,12.87,0.13,1,10,0
40450,21.0,65000,0,5,1,9000,6.03,0.14,0,2,0
51104,34.0,39270,0,3,1,7500,12.84,0.19,1,10,0
28461,23.0,54996,2,6,5,4000,6.99,0.07,0,2,0
44024,27.0,47000,3,1,3,4200,6.62,0.09,0,10,0
4079,31.0,50000,0,1,1,18225,10.36,0.36,0,9,0
11720,31.0,50000,0,0,3,18225,10.74,0.36,0,5,0
6873,23.0,55000,3,3,3,4000,12.98,0.07,1,3,0
7415,23.0,55000,0,7,1,4000,6.03,0.07,0,2,0
10801,23.0,55000,0,7,1,4000,5.99,0.07,0,4,0
18545,23.0,55000,3,4,1,4000,8.49,0.07,0,3,0
20994,23.0,55000,3,3,1,4000,11.49,0.07,0,2,0
26556,23.0,55000,3,3,1,4000,10.37,0.07,0,2,0
27765,23.0,55000,3,2,1,4000,7.49,0.08,0,2,0
29114,23.0,55000,3,7,1,4000,6.92,0.07,0,4,0
31362,23.0,55000,0,7,1,4000,5.99,0.07,0,3,0
35507,23.0,55000,3,2,5,4000,11.12,0.07,0,2,0
36415,23.0,55000,0,7,1,4000,5.42,0.07,0,4,0
46941,23.0,55000,3,7,3,4000,11.71,0.07,0,3,0
50307,23.0,55000,0,7,0,4000,7.14,0.07,0,2,0
53727,23.0,55000,3,5,1,4000,10.65,0.07,0,2,0
57497,23.0,55000,3,7,5,4000,9.91,0.07,0,4,0
35733,27.0,45000,3,3,4,1500,5.99,0.03,0,6,0
9561,44.0,34800,3,22,1,2000,14.84,0.06,0,16,0
25854,34.0,38400,0,17,5,6000,7.29,0.16,0,6,0
40156,28.0,49500,0,3,0,10000,10.75,0.2,0,7,0
54773,48.0,34000,3,2,3,6000,12.69,0.18,0,14,0
15850,23.0,62000,0,2,0,12000,7.51,0.19,0,3,0
31735,23.0,62000,3,0,1,12000,12.73,0.19,0,3,0
56581,23.0,62000,3,4,0,12000,11.49,0.19,0,3,0
5663,22.0,63000,0,6,1,10000,8.49,0.16,0,2,0
27195,22.0,63000,0,1,3,10000,12.73,0.16,0,3,0
58273,22.0,63000,0,6,1,10000,9.63,0.16,0,4,0
13191,26.0,51000,0,2,5,7000,13.48,0.14,0,2,0
55783,21.0,66000,0,5,1,10000,12.99,0.15,0,4,0
56471,28.0,59160,0,4,1,23500,14.96,0.4,0,10,0
3832,22.0,59363,3,6,3,6000,13.22,0.1,1,4,0
25907,22.0,59363,3,3,1,6000,13.22,0.1,0,4,0
46614,24.0,54000,0,6,0,5500,7.9,0.1,0,4,0
24142,26.0,53321,3,11,4,10000,13.16,0.18,0,2,0
48277,45.0,36000,3,4,3,5500,14.61,0.15,1,16,0
50010,41.0,38000,3,4,1,3000,6.99,0.08,0,14,0
23725,31.0,45000,0,15,4,10400,13.06,0.23,1,6,0
53887,25.0,54000,3,3,4,8150,13.55,0.16,1,3,0
13224,28.0,50400,0,7,4,11200,9.63,0.22,0,6,0
44263,42.0,38000,3,2,5,4500,12.99,0.12,0,16,0
19681,29.0,43000,3,4,3,3000,13.98,0.07,1,8,0
26967,37.0,37500,3,5,3,10000,16.29,0.27,0,16,0
4042,31.0,48000,0,12,4,15000,6.17,0.31,0,9,0
28167,29.0,52000,0,0,5,16000,12.18,0.31,0,7,0
31724,29.0,52000,0,13,5,16000,7.9,0.31,0,7,0
615,38.0,36000,0,3,0,9000,5.99,0.25,0,16,0
38479,24.0,62000,0,2,1,15000,9.63,0.26,0,2,0
29205,24.0,59500,3,8,4,12000,6.62,0.2,0,2,0
28168,24.0,62004,3,1,4,15000,7.9,0.24,0,2,0
7862,23.0,60000,3,7,5,9600,11.71,0.16,0,2,0
26949,23.0,60000,3,2,5,9600,12.18,0.16,0,3,0
29350,23.0,60000,3,2,0,9600,7.29,0.16,0,4,0
41013,23.0,60000,3,0,5,9600,7.51,0.16,0,2,0
54349,23.0,60000,3,1,1,9600,5.99,0.16,0,4,0
55610,23.0,60000,0,7,3,9600,11.71,0.16,0,4,0
2588,23.0,60350,3,1,4,10000,8.94,0.17,0,4,0
5693,27.0,48000,2,11,5,5400,5.79,0.11,0,10,0
52646,27.0,48000,3,3,0,5400,13.49,0.11,1,9,0
34912,26.0,50000,3,10,5,5600,16.49,0.11,0,4,0
26353,22.0,60000,0,5,0,6600,10.99,0.11,0,4,0
44350,22.0,60000,3,4,1,6600,7.88,0.11,0,4,0
31314,30.0,42000,3,1,3,3600,6.99,0.09,0,9,0
51929,28.0,45000,3,4,3,3600,11.49,0.08,0,10,0
44921,23.0,56000,0,7,4,5000,7.91,0.09,0,3,0
49028,23.0,56000,3,3,0,5000,5.79,0.09,0,3,0
24658,26.0,48000,3,7,0,3000,9.99,0.06,0,2,0
27790,26.0,48000,0,1,3,3000,7.4,0.06,0,2,0
29106,26.0,48000,3,4,3,3000,12.84,0.06,0,4,0
4731,24.0,52000,0,8,1,3000,5.79,0.06,0,4,0
25167,24.0,52000,2,8,5,3000,7.05,0.06,0,2,0
32402,24.0,52000,3,5,4,3000,6.62,0.06,0,4,0
19686,23.0,56004,0,5,3,5000,10.36,0.09,0,2,0
5526,21.0,58000,3,2,5,1500,7.14,0.03,0,2,0
9151,25.0,61147,0,9,0,17000,6.03,0.28,0,2,0
51952,24.0,51600,3,8,1,2500,12.61,0.05,0,4,0
21805,26.0,59196,0,10,0,17500,10.0,0.29,0,3,0
23471,27.0,47000,2,6,0,4000,15.95,0.09,0,7,0
56918,24.0,57057,3,2,5,9000,6.54,0.16,0,4,0
15718,23.0,55200,0,7,0,4000,10.08,0.07,0,2,0
52773,26.0,60000,2,7,5,18500,12.18,0.31,0,3,0
6403,26.0,54996,0,3,2,12000,7.88,0.22,0,3,0
33612,29.0,50000,0,0,1,13000,12.53,0.26,0,5,0
7437,28.0,50000,3,0,1,10500,13.49,0.21,0,9,0
34227,35.0,38000,3,2,0,7000,13.49,0.19,0,7,0
35886,26.0,55000,3,10,3,12000,12.42,0.22,0,4,0
40940,26.0,55000,3,1,1,12000,9.91,0.22,0,2,0
45733,26.0,55000,3,10,4,12000,8.0,0.22,0,2,0
26680,24.0,60000,3,2,0,12500,10.59,0.21,0,2,0
13172,30.0,45000,0,2,2,8000,9.63,0.18,0,7,0
17148,30.0,42996,3,2,3,5000,8.0,0.12,0,7,0
41611,30.0,45000,3,5,1,8000,11.12,0.18,0,6,0
54581,30.0,45000,3,0,1,8000,12.87,0.18,1,7,0
9096,33.0,40000,0,2,4,6500,5.79,0.16,0,8,0
10462,33.0,40000,2,1,5,6500,7.29,0.16,0,7,0
8711,21.0,70000,3,5,0,14000,9.99,0.21,0,4,0
5915,22.0,65000,3,6,4,12000,7.88,0.18,0,3,0
8675,22.0,65000,0,6,1,12000,6.91,0.18,0,2,0
16269,22.0,65000,3,1,1,12000,10.0,0.18,0,3,0
25113,22.0,65000,0,0,0,12000,12.69,0.18,0,2,0
25493,22.0,65000,3,5,3,12000,5.79,0.18,0,4,0
31677,22.0,65000,0,1,3,12000,11.36,0.18,0,2,0
32420,22.0,65000,3,6,1,12000,7.49,0.18,0,2,0
36066,22.0,65000,3,6,1,12000,13.99,0.18,1,2,0
54050,22.0,65000,0,5,1,12000,7.49,0.18,0,2,0
55337,22.0,65000,3,0,3,12000,8.9,0.18,0,4,0
723,27.0,50000,3,1,3,8000,12.87,0.16,0,9,0
9216,27.0,50000,0,4,2,8000,7.49,0.16,0,6,0
12444,27.0,50000,3,2,4,8000,14.65,0.16,0,9,0
13688,27.0,50000,0,2,2,8000,13.61,0.16,1,7,0
20619,27.0,50000,0,1,3,8000,7.14,0.16,0,7,0
24622,27.0,50000,3,11,1,8000,6.03,0.16,0,5,0
26646,27.0,50000,3,5,5,8000,10.99,0.16,0,7,0
28470,27.0,50000,0,11,5,8000,10.74,0.16,0,5,0
28805,27.0,50000,0,12,2,8000,10.37,0.16,0,8,0
30969,27.0,50000,3,3,2,8000,14.61,0.16,1,6,0
33004,27.0,50000,3,0,0,8000,10.37,0.16,0,7,0
39993,27.0,50000,3,5,2,8000,10.37,0.16,0,9,0
42505,27.0,50000,3,11,4,8000,10.36,0.16,0,6,0
43141,27.0,50000,3,5,3,8000,6.99,0.16,0,6,0
46151,27.0,50000,3,0,2,8000,5.99,0.16,0,5,0
46655,27.0,50000,3,2,1,8000,9.99,0.16,0,5,0
54467,27.0,50000,3,5,3,8000,12.42,0.16,0,7,0
54966,27.0,50000,3,1,0,8000,13.98,0.16,0,9,0
55482,27.0,50000,3,5,5,8000,13.49,0.16,0,7,0
58005,27.0,50000,0,11,1,8000,6.99,0.16,0,5,0
25616,34.0,38000,3,0,5,5100,14.79,0.14,1,6,0
6041,23.0,60000,3,5,1,9500,11.71,0.16,0,3,0
19073,25.0,54000,3,5,0,8000,8.9,0.15,0,2,0
40981,25.0,54000,3,3,0,8000,12.18,0.15,0,3,0
47420,25.0,54000,3,4,3,8000,10.65,0.15,0,2,0
56351,25.0,54000,0,3,1,8000,13.47,0.15,0,4,0
19548,32.0,40000,0,3,5,4500,13.49,0.11,0,8,0
11462,22.0,65004,0,5,1,12000,11.26,0.18,0,4,0
50335,22.0,61000,3,6,3,7600,12.21,0.12,0,2,0
1293,24.0,55000,0,2,1,6500,8.59,0.12,0,2,0
3124,22.0,60000,0,6,5,6500,10.65,0.11,0,2,0
33241,22.0,60000,0,6,1,6500,7.88,0.11,0,2,0
38760,22.0,60000,0,5,1,6500,7.49,0.11,0,2,0
26312,25.0,51600,0,5,2,5000,10.59,0.1,0,3,0
52014,23.0,54780,3,6,3,3500,11.71,0.07,0,4,0
9637,31.0,40000,3,5,5,2500,9.99,0.06,0,7,0
2200,25.0,50000,0,2,3,3000,11.86,0.06,0,3,0
9182,25.0,50000,0,9,0,3000,13.49,0.06,0,2,0
13761,25.0,50000,0,2,4,3000,10.95,0.06,0,2,0
13813,25.0,50000,3,0,2,3000,11.49,0.06,0,2,0
14751,25.0,50000,0,6,3,3000,11.49,0.06,0,4,0
15319,25.0,50000,3,5,4,3000,14.61,0.06,0,3,0
25565,25.0,50000,3,9,2,3000,16.32,0.06,1,2,0
26178,25.0,50000,3,6,4,3000,7.51,0.06,0,3,0
28530,25.0,50000,0,9,0,3000,13.99,0.06,1,3,0
29186,25.0,50000,2,9,1,3000,10.37,0.06,0,4,0
31160,25.0,50000,3,2,4,3000,10.99,0.06,0,3,0
35910,25.0,50000,3,6,1,3000,11.49,0.06,0,4,0
40168,25.0,50000,3,2,3,3000,14.79,0.06,0,4,0
40221,25.0,50000,3,4,1,3000,10.99,0.06,0,2,0
55679,25.0,50000,3,2,0,3000,12.69,0.06,0,4,0
57996,25.0,50000,3,9,4,3000,13.98,0.06,0,2,0
58367,25.0,50000,3,2,0,3000,7.74,0.06,0,3,0
34125,21.0,60000,3,5,1,3500,10.65,0.06,0,4,0
8437,23.0,64800,3,8,0,15000,8.94,0.23,0,4,0
12691,22.0,55000,3,6,1,1000,13.49,0.02,0,2,0
26846,28.0,46800,0,12,3,6000,12.69,0.13,0,7,0
8755,33.0,38500,3,2,3,4000,13.48,0.1,0,6,0
17446,42.0,38400,0,6,4,5000,7.51,0.13,0,17,0
39699,24.0,51684,3,8,2,2500,13.99,0.05,1,2,0
35326,23.0,56461,3,7,1,5400,7.51,0.1,0,3,0
3059,26.0,49641,0,8,1,5000,15.96,0.1,1,2,0
14496,27.0,53000,3,4,3,12000,10.59,0.23,0,7,0
58212,27.0,53000,3,6,3,12000,12.73,0.23,0,9,0
36039,22.0,60500,3,3,1,7000,12.84,0.12,0,4,0
12503,23.0,57000,0,7,3,6000,10.99,0.11,0,2,0
38763,23.0,57000,0,7,1,6000,7.51,0.11,0,2,0
39830,23.0,57000,3,3,1,6000,10.51,0.11,0,3,0
35255,23.0,55000,2,7,5,3700,11.83,0.07,0,2,0
53885,31.0,41004,3,2,4,4000,7.68,0.1,0,7,0
38071,23.0,65000,3,7,5,15175,19.79,0.23,1,4,0
8216,22.0,63252,0,5,1,10000,11.11,0.15,0,4,0
11685,23.0,53976,3,7,1,2500,11.71,0.05,0,2,0
57979,24.0,63000,3,9,1,16000,5.99,0.26,0,4,0
12478,29.0,48000,0,2,3,10000,7.88,0.21,0,5,0
18329,29.0,48000,3,4,3,10000,8.0,0.21,0,10,0
18369,29.0,48000,0,13,4,10000,11.86,0.21,0,7,0
20079,29.0,48000,2,3,4,10000,12.84,0.21,0,10,0
21361,29.0,48000,0,4,5,10000,10.62,0.21,0,6,0
21985,29.0,48000,2,13,0,10000,15.31,0.21,1,9,0
24451,29.0,48000,3,5,0,10000,14.26,0.21,1,10,0
36281,29.0,48000,0,3,2,10000,7.49,0.21,0,8,0
38262,29.0,48000,3,1,0,10000,13.49,0.21,1,7,0
50142,29.0,48000,3,5,1,10000,7.88,0.21,0,5,0
51491,29.0,48000,3,6,0,10000,7.88,0.21,0,6,0
56796,29.0,48000,0,5,4,10000,7.51,0.21,0,10,0
31639,26.0,51996,3,1,4,8000,7.51,0.15,0,3,0
3268,32.0,42000,3,7,3,7600,12.84,0.18,0,6,0
52061,21.0,72000,3,6,1,16000,14.27,0.22,0,3,0
7086,38.0,34000,0,6,5,5000,10.65,0.15,0,16,0
39154,33.0,40000,0,1,3,6400,6.54,0.16,0,5,0
30847,24.0,58000,3,5,4,10000,8.9,0.17,0,4,0
38849,34.0,38000,3,1,3,5000,10.08,0.13,0,8,0
15399,26.0,52000,0,10,3,8000,7.14,0.15,0,4,0
21979,22.0,61000,0,6,1,7500,13.99,0.12,0,3,0
12578,22.0,60000,0,6,1,6400,7.88,0.11,0,3,0
40985,24.0,54000,3,4,0,5200,9.63,0.1,0,2,0
44937,24.0,54000,3,8,3,5200,9.25,0.1,0,2,0
50663,34.0,38004,3,2,4,5000,12.53,0.13,0,10,0
2601,28.0,44000,3,4,4,2000,15.62,0.05,0,6,0
24904,21.0,60000,0,5,4,3400,8.0,0.06,0,4,0
2762,23.0,54000,3,7,5,2500,14.35,0.05,0,2,0
4412,23.0,54000,0,7,3,2500,14.35,0.05,1,4,0
37975,23.0,54000,3,7,4,2500,9.62,0.05,0,3,0
50737,27.0,48600,0,11,4,6000,11.49,0.12,0,8,0
28759,44.0,40000,3,4,3,10800,6.92,0.28,0,11,0
5241,41.0,40000,3,2,3,6000,10.37,0.15,0,14,0
17975,41.0,40000,3,3,5,6000,12.84,0.15,0,17,0
51556,27.0,54000,0,7,1,13275,12.68,0.25,1,5,0
15378,28.0,53307,1,4,4,15000,12.87,0.28,1,10,0
10205,30.0,44760,3,1,3,7500,10.71,0.17,0,7,0
46647,22.0,57850,0,6,0,4000,6.99,0.07,0,3,0
5940,29.0,43200,3,1,3,3000,11.97,0.07,1,7,0
867,27.0,49000,0,8,0,6500,6.03,0.14,0,5,0
14050,23.0,55000,3,4,5,3600,6.99,0.07,0,2,0
52685,23.0,55000,0,8,1,3600,7.9,0.07,0,2,0
1671,31.0,41718,2,3,5,5000,7.51,0.12,0,10,0
10244,24.0,56400,0,2,0,8000,8.49,0.15,0,4,0
27434,22.0,77000,3,6,1,25000,11.86,0.32,0,2,0
28448,24.0,57240,0,2,1,9000,10.99,0.16,0,2,0
28546,24.0,57240,3,8,4,9000,10.59,0.16,0,2,0
56341,32.0,42000,0,3,0,7500,10.39,0.18,0,7,0
48785,22.0,67000,3,6,5,14000,8.0,0.21,0,4,0
37546,22.0,65000,0,2,0,11800,10.95,0.18,0,4,0
57747,28.0,48000,0,13,3,7500,8.49,0.16,0,8,0
12177,29.0,46000,3,6,1,7000,13.23,0.15,1,6,0
21404,29.0,46000,2,13,2,7000,7.49,0.15,0,6,0
21321,41.0,37000,3,2,5,1000,14.26,0.03,1,14,0
53562,23.0,58000,3,4,1,7000,7.88,0.12,0,2,0
10147,28.0,46000,3,0,0,4700,15.96,0.1,0,8,0
49591,24.0,54000,0,8,0,5100,11.89,0.09,0,4,0
10426,26.0,49000,0,0,1,4000,12.18,0.08,0,2,0
54531,29.0,44970,0,0,4,5500,10.36,0.11,0,5,0
4691,22.0,57000,0,7,0,3000,5.42,0.05,0,3,0
4798,29.0,42000,3,3,0,1200,13.61,0.03,1,7,0
17060,29.0,42000,0,9,5,1200,6.99,0.03,0,5,0
27120,29.0,42000,3,1,1,1200,8.9,0.03,0,10,0
12274,25.0,57000,3,3,0,11525,7.49,0.2,0,4,0
3666,23.0,60629,0,7,5,10000,7.49,0.16,0,4,0
19626,28.0,60000,3,13,0,24250,10.75,0.4,0,5,0
8434,29.0,55000,3,0,5,20000,11.48,0.36,0,6,0
24898,24.0,70000,0,8,5,24250,11.12,0.37,0,4,0
